chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
bitnami/spark,10.0.3,ha,L,local-live,blocked,local-live blocked: image-dependency: statefulset/spark-master: image-pull-blocked (rollout-operator-5f688cdb68-pc7sz[ ready=false restarts=0;] spark-master-0[ImagePullBackOff ready=false restarts=0;] spark-worker-0[ImagePullBackOff ready=false),"Pin, mirror, override, or document the image dependency, then rerun against a target that can pull it.",runs/next80-local-kind/bitnami-spark-10.0.3-ha/observation-receipt.yaml,image-dependency,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/bitnami/spark/10.0.3 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/spark,10.0.3,ha,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/spark/10.0.3 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/spark,10.0.3,ha,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-spark-10-0-3-ha-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/spark,10.0.3,legacy,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,
bitnami/spark,10.0.3,legacy,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,,either,needs-run,
bitnami/spark,10.0.3,legacy,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,
bitnami/spark,10.0.3,legacy,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-spark-10-0-3-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
bitnami/zookeeper,13.8.7,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
bitnami/zookeeper,13.8.7,default,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,default,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/bitnami-zookeeper-default/receipt.yaml,catalog or image publisher,needs-modeling,
bitnami/zookeeper,13.8.7,default,L,local-live,blocked,local-live blocked: image-dependency: statefulset/zookeeper: image-pull-blocked (zookeeper-0[ImagePullBackOff ready=false restarts=0;]),"Pin, mirror, override, or document the image dependency, then rerun against a target that can pull it.",runs/next80-local-kind/bitnami-zookeeper-13.8.7-default/observation-receipt.yaml,image-dependency,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,default,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-zookeeper-13-8-7-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/zookeeper,13.8.7,ha,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,ha,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/bitnami-zookeeper-ha/receipt.yaml,catalog or image publisher,needs-modeling,
bitnami/zookeeper,13.8.7,ha,L,local-live,blocked,local-live blocked: image-dependency: statefulset/zookeeper: image-pull-blocked (zookeeper-0[ImagePullBackOff ready=false restarts=0;] zookeeper-1[ImagePullBackOff ready=false restarts=0;] zookeeper-2[ImagePullBackOff ready=false restarts=0;),"Pin, mirror, override, or document the image dependency, then rerun against a target that can pull it.",runs/next80-local-kind/bitnami-zookeeper-13.8.7-ha/observation-receipt.yaml,image-dependency,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,ha,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/zookeeper/13.8.7 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/zookeeper,13.8.7,ha,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-zookeeper-13-8-7-ha-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/zookeeper,13.8.7,legacy,G,gitops-oci-live,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the ConfigHub OCI/Argo live lane,,either,needs-run,
bitnami/zookeeper,13.8.7,legacy,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,,either,needs-run,
bitnami/zookeeper,13.8.7,legacy,P,live-helm-vs-confighub-parity,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run scripts/run-top20-live-parity.mjs for this row,,either,needs-run,
bitnami/zookeeper,13.8.7,legacy,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-zookeeper-13-8-7-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
cloudnative-pg/cloudnative-pg,0.28.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
cloudnative-pg/cloudnative-pg,0.28.2,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
cloudnative-pg/cloudnative-pg,0.28.2,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cloudnative-pg-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
cloudnative-pg/cloudnative-pg,0.28.2,no-crds,L,local-live,fail,local-live fail: runtime-readiness: deployment/cloudnative-pg: not-ready (cloudnative-pg-d8f4779dd-wjsfg[CrashLoopBackOff ready=false restarts=5;]),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/cloudnative-pg-cloudnative-pg-0.28.2-no-crds/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,
cloudnative-pg/cloudnative-pg,0.28.2,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
cloudnative-pg/cloudnative-pg,0.28.2,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cloudnative-pg-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
coredns/coredns,1.45.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
coredns/coredns,1.45.2,controller-default-reviewed,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
coredns/coredns,1.45.2,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/coredns-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
