row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
derived,F4a,F4a derived ConfigHub clone,real-needs-work,no,,,,,default,Vault-staging-us-east,not-attempted,runs/derived-variant-execution/vault-staging-us-east/variant-create-receipt.yaml,,hashicorp/vault,0.32.0,staging-us-east,derived-variant,derived-target-variant,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,derived-variant-clone,bind the derived ConfigHub variant to a target and run the target-bound derived variant lane,,,,,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,yes,n/a,n/a,todo,n/a,n/a,no,derived-intended-state,todo,security-targets/staging-us-east,n/a,not-applicable-derived-variant,runs/derived-variant-execution/vault-staging-us-east/variant-create-receipt.yaml,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,target-bound-derived-variant,needs-target-binding,"No target was attached; this is a ConfigHub intended-state proof, not a live cluster deployment.",,runs/derived-variant-execution/vault-staging-us-east/variant-create-receipt.yaml,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,recipes/hashicorp/vault/0.32.0/variants/default/variant.yaml,packages/hashicorp/vault/0.32.0/bases/default,recipes/hashicorp/vault/0.32.0/revisions/default/r001/variant-revision.yaml,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/default,run,run:1,derived-variant-target-bound,0,Codex-live:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,ingress-nginx/ingress-nginx,4.15.1,(source),top20-catalog-supported,source-chart,tpl;capabilities;cluster-rbac;webhooks,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/ingress-nginx/ingress-nginx/4.15.1,recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,,,,recipes/ingress-nginx/ingress-nginx/4.15.1/source-lock.yaml,https://kubernetes.github.io/ingress-nginx,,https://github.com/confighub/helm-expt/tree/main/recipes/ingress-nginx/ingress-nginx/4.15.1,https://github.com/confighub/helm-expt/blob/main/recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/ingress-nginx/ingress-nginx/4.15.1/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,ingress-nginx/ingress-nginx,4.15.1,default,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks,,live-helm-vs-confighub-parity,"record the target-scoped lifecycle support decision, then refresh live/e2e evidence for that scope",,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/ingress-nginx-ingress-nginx-4-15-1-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,yes,yes,yes,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/ingress-nginx-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/ingress-nginx/ingress-nginx/4.15.1,recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,recipes/ingress-nginx/ingress-nginx/4.15.1/variants/default/variant.yaml,packages/ingress-nginx/ingress-nginx/4.15.1/bases/default,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/default/r001/variant-revision.yaml,recipes/ingress-nginx/ingress-nginx/4.15.1/source-lock.yaml,https://kubernetes.github.io/ingress-nginx,,https://github.com/confighub/helm-expt/tree/main/recipes/ingress-nginx/ingress-nginx/4.15.1,https://github.com/confighub/helm-expt/blob/main/recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/ingress-nginx/ingress-nginx/4.15.1/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,ingress-nginx/ingress-nginx,4.15.1,admission-disabled,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks,,live-helm-vs-confighub-parity,"record the target-scoped lifecycle support decision, then refresh live/e2e evidence for that scope",,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/ingress-nginx-ingress-nginx-4-15-1-admission-disabled.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,watch,yes,yes,yes,live-parity,todo,,yes,proven,runs/ingress-nginx-admission-disabled-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/ingress-nginx/ingress-nginx/4.15.1,recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,recipes/ingress-nginx/ingress-nginx/4.15.1/variants/admission-disabled/variant.yaml,packages/ingress-nginx/ingress-nginx/4.15.1/bases/admission-disabled,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/admission-disabled/r001/variant-revision.yaml,recipes/ingress-nginx/ingress-nginx/4.15.1/source-lock.yaml,https://kubernetes.github.io/ingress-nginx,,https://github.com/confighub/helm-expt/tree/main/recipes/ingress-nginx/ingress-nginx/4.15.1,https://github.com/confighub/helm-expt/blob/main/recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/ingress-nginx/ingress-nginx/4.15.1/bases/admission-disabled,deferred,deferred:1,CCP-04:lifecycle-not-applicable,1,product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,ingress-nginx/ingress-nginx,4.15.1,internal-clusterip,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks,,live-helm-vs-confighub-parity,"record the target-scoped lifecycle support decision, then refresh live/e2e evidence for that scope",,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/ingress-nginx-ingress-nginx-4-15-1-internal-clusterip.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=ingress-nginx; delivery=confighub-oci; controller=argo,watch,proven-with-watch,runs/ingress-nginx-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/ingress-nginx/ingress-nginx/4.15.1,recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,recipes/ingress-nginx/ingress-nginx/4.15.1/variants/internal-clusterip/variant.yaml,packages/ingress-nginx/ingress-nginx/4.15.1/bases/internal-clusterip,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/internal-clusterip/r001/variant-revision.yaml,recipes/ingress-nginx/ingress-nginx/4.15.1/source-lock.yaml,https://kubernetes.github.io/ingress-nginx,,https://github.com/confighub/helm-expt/tree/main/recipes/ingress-nginx/ingress-nginx/4.15.1,https://github.com/confighub/helm-expt/blob/main/recipes/ingress-nginx/ingress-nginx/4.15.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/ingress-nginx/ingress-nginx/4.15.1/bases/internal-clusterip,run,deferred:1; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-04:lifecycle-not-applicable,1,Codex-live:1; product-decision:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,istio/gateway,1.30.0,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/istio/gateway/1.30.0,recipes/istio/gateway/1.30.0/CATALOG.md,,,,recipes/istio/gateway/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/gateway/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/gateway/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/gateway/1.30.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,istio/gateway,1.30.0,default,next80-proof-grade,promote-after-review,,,in-confighub-proof,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/istio-gateway-1-30-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,no,n/a,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/istio-gateway-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base default,data/image-digest-workdown/summary.md,recipes/istio/gateway/1.30.0,recipes/istio/gateway/1.30.0/CATALOG.md,recipes/istio/gateway/1.30.0/variants/default/variant.yaml,packages/istio/gateway/1.30.0/bases/default,recipes/istio/gateway/1.30.0/revisions/default/r001/variant-revision.yaml,recipes/istio/gateway/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/gateway/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/gateway/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/gateway/1.30.0/bases/default,image,image:4,CCP-02:remote-image-refresh,0,Claude-non-live:4
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,istio/gateway,1.30.0,controller-default-reviewed,next80-proof-grade,promote-after-review,,,in-confighub-proof,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/istio-gateway-1-30-0-controller-default-reviewed.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,no,n/a,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/istio-gateway-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base controller-default-reviewed,data/image-digest-workdown/summary.md,recipes/istio/gateway/1.30.0,recipes/istio/gateway/1.30.0/CATALOG.md,recipes/istio/gateway/1.30.0/variants/controller-default-reviewed/variant.yaml,packages/istio/gateway/1.30.0/bases/controller-default-reviewed,recipes/istio/gateway/1.30.0/revisions/controller-default-reviewed/r001/variant-revision.yaml,recipes/istio/gateway/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/gateway/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/gateway/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/gateway/1.30.0/bases/controller-default-reviewed,image,image:4,CCP-02:remote-image-refresh,0,Claude-non-live:4
source,F1,F1 upstream chart source,real,no,,,,,,,,,,istio/istiod,1.30.0,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/istio/istiod/1.30.0,recipes/istio/istiod/1.30.0/CATALOG.md,,,,recipes/istio/istiod/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/istiod/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/istiod/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/istiod/1.30.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,istio/istiod,1.30.0,default,next80-proof-grade,needs-useful-variant,,,in-confighub-proof,add at least one user-shaped variant before catalog promotion,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/istio-istiod-1-30-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached-with-observed-actions,1 prerequisite declaration and 2 follow-up action records are attached.,,1,2,yes,yes,no,n/a,no,no,no,no,in-confighub,todo,,yes,proven,runs/istiod-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,stage-prerequisite,model-or-stage-first,target-prerequisite: namespace missing (parity passed),npm run live-parity:run -- --recipe recipes/istio/istiod/1.30.0 --base default,recipes/istio/istiod/1.30.0/target-prerequisite-plan.yaml,recipes/istio/istiod/1.30.0,recipes/istio/istiod/1.30.0/CATALOG.md,recipes/istio/istiod/1.30.0/variants/default/variant.yaml,packages/istio/istiod/1.30.0/bases/default,recipes/istio/istiod/1.30.0/revisions/default/r001/variant-revision.yaml,recipes/istio/istiod/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/istiod/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/istiod/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/istiod/1.30.0/bases/default,stage,stage:4,CCP-05:operator-review; CCP-08:create-namespace,0,Claude-non-live:3; product-decision:1
candidate,F2c,F2c candidate base/fork,candidate-custom-discussion,yes,data/catalog-promotion-wave2/variant-work-orders.yaml,not-yet-rendered,external CA / certificate provider values set after source review; CA Secret or provider exists,"render each variant with pinned Helm inputs; add matching recipe variant and package base; write rendered object inventory and immutable revision; run Helm-equivalence, external scan, local scan, and install gate; run local/e2e where feasible",default,,not-applicable,,external CA / certificate provider values set after source review; CA Secret or provider exists,istio/istiod,1.30.0,external-ca,candidate,candidate-custom-discussion,,external CA / certificate provider values set after source review; CA Secret or provider exists,candidate-plan,Use externally managed CA material rather than implicit control-plane defaults.; confirm exact chart values and secret shape,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,data/catalog-promotion-wave2/variant-work-orders.yaml,recipes/istio/istiod/1.30.0,recipes/istio/istiod/1.30.0/CATALOG.md,,,,recipes/istio/istiod/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/istiod/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/istiod/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/istiod/1.30.0/bases/default,model,model:1,candidate-row,0,product-review:1
candidate,F2c,F2c candidate base/fork,candidate,no,data/catalog-promotion-wave2/variant-work-orders.yaml,not-yet-rendered,pilot resource profile lowered; telemetry/addons left out,"render each variant with pinned Helm inputs; add matching recipe variant and package base; write rendered object inventory and immutable revision; run Helm-equivalence, external scan, local scan, and install gate; run local/e2e where feasible",default,,not-applicable,,pilot resource profile lowered; telemetry/addons left out,istio/istiod,1.30.0,minimal-profile,candidate,candidate-row,,pilot resource profile lowered; telemetry/addons left out,candidate-plan,Smallest reasonable control plane for proof/test clusters.,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,data/catalog-promotion-wave2/variant-work-orders.yaml,recipes/istio/istiod/1.30.0,recipes/istio/istiod/1.30.0/CATALOG.md,,,,recipes/istio/istiod/1.30.0/source-lock.yaml,https://istio-release.storage.googleapis.com/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/istio/istiod/1.30.0,https://github.com/confighub/helm-expt/blob/main/recipes/istio/istiod/1.30.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/istio/istiod/1.30.0/bases/default,model,model:1,candidate-row,0,Codex-live:1
