rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
142,enix/x509-certificate-exporter,4.2.0-beta.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,66,0,3,4,1,1,4,0,1,0,2,19,0,1,4,0,4,0,0,0,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.enix.io,289abb3176e0996850fb4c4527cef60bdac91059ad521e426260d5b0ef3e145e,scanned,
143,coredns/coredns,1.45.2,1.45.2,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,generated-facts;tpl;capabilities;cluster-rbac,recipes/coredns/coredns/1.45.2/recipe.yaml,packages/coredns/coredns/1.45.2,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,18,0,0,1,2,1,0,0,0,2,1,2,1,0,0,0,4,0,0,0,0,0,0,false,0,next80-full,1,1,5,e9d0e20ceb7a6ec8e8189aa63d5fcba50be11360c7b734e57b84ad0556b1ca34,5/5,warn,warn,1,2,0,capability-profile;cluster-rbac;dependency-lock;extension-slots;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,true,true,true,true,helmEquivalence;installGate;render;scan,,https://coredns.github.io/helm,fc1919f05b8640862d86965a2ee7065f2ddf0d4b39b94627263bb8ab490d678d,scanned,
144,bitnami/fluentd,7.2.5,0.5.3,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,recipes/fluent/fluentd/0.5.3/recipe.yaml,packages/fluent/fluentd/0.5.3,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,65,1,0,5,8,2,3,5,3,0,1,8,2,1,0,0,2,0,0,2,0,3,1,true,1,next80-full,1,1,10,9d7c1ec5d0f201623aa61a0fa2adcb477bac4b7366f5a9b87d9b4a3754c2491a,10/10,warn,warn,0,2,0,capability-profile;cluster-rbac;dependency-lock;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,false,helmEquivalence;installGate;render;scan,,https://charts.bitnami.com/bitnami,dfdd1837cfeb4545e796c5f0d6503b9a0a04090d0111af7eb46320e8dcca49a5,scanned,
145,bitnami/harbor,27.0.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,39,1,14,16,16,3,12,53,6,3,0,0,0,0,0,6,10,25,3,true,5,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,46ca73c9824f786bebedb73e3ce2f7bc29ce4a9eb8512f6a3037517591cdd0b4,scanned,
146,bitnami/influxdb,7.1.20,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,9,1,3,5,4,0,5,21,2,1,0,0,0,0,0,0,1,8,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,b36be12551338d72b34b4f5bbc0b9079af99e4bd1c5e058f4d1ff39e97d43606,scanned,
147,opentelemetry-helm/opentelemetry-operator,0.113.1,0.114.0,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,recipes/open-telemetry/opentelemetry-operator/0.114.0/recipe.yaml,packages/open-telemetry/opentelemetry-operator/0.114.0,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,44,0,0,4,4,3,2,1,2,1,2,15,1,2,0,4,3,4,0,0,0,1,0,false,0,next80-full,1,1,17,68dd01565796d137e5dea26e1db02ef3e0d99bbbafd000ec3663680b5bbda873,17/17,warn,warn,0,9,0,capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;generated-facts;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision;webhooks,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://open-telemetry.github.io/opentelemetry-helm-charts,50c3504deddbf6c79125e00ffd43c7a451795ec8d8e126da99d04d983b7d5016,scanned,
148,fairwinds-stable/vpa,4.11.0,4.11.0,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;tpl;capabilities;crds;cluster-rbac;webhooks,recipes/fairwinds-stable/vpa/4.11.0/recipe.yaml,packages/fairwinds-stable/vpa/4.11.0,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,30,0,0,4,0,4,1,0,0,0,0,1,1,8,0,1,28,1,1,0,0,0,0,true,0,next80-full,1,1,28,9fc49375853347271950b87624ed5215a97a56370dc361b14d22f7efb157a48b,28/28,warn,warn,0,21,0,capability-profile;cluster-rbac;crds;dependency-lock;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision;webhooks,true,false,true,true,false,helmEquivalence;installGate;render;scan,,https://charts.fairwinds.com/stable,28b48002bf80aa397e078375170ae929bebd6cbfd2788628f3cf5363629a1098,scanned,
149,bitnami/ghost,25.0.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,17,1,6,11,4,2,8,17,4,2,0,0,0,0,0,2,1,11,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,d4ad79db973072b705398cbf48596f636eff0e443064ab293c3049c66157d58e,scanned,
150,immich/immich,0.12.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,16,0,0,2,0,1,0,0,0,0,73,97,2,5,0,0,0,0,0,1,1,1,1,true,0,,0,0,0,,,,,,,,,,,,,,,,https://immich-app.github.io/immich-charts,722fb8049b395412f2f2155a603d846abda10f963d5a0618514161a180da1148,scanned,
151,bitnami/kubernetes-event-exporter,3.6.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac,,,none,,,source-risk-no-proof,P0 source/dependency risk,61,1,0,5,5,1,3,5,0,0,0,5,2,1,0,0,2,0,0,0,0,0,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,c94d1f3de2315d5229ad13442ec468326f08e4c88ca9f4169702287e00709e06,scanned,
152,vector/vector,0.52.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,25,0,0,2,0,2,3,0,0,0,3,7,3,0,0,0,2,0,0,2,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.vector.dev,cff833208c0394985f1e8f7a9721528a7cc63164ce1e1657ea61743d190f3496,scanned,
153,qdrant/qdrant,1.18.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,27,0,0,2,2,1,4,2,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://qdrant.github.io/qdrant-helm,25b0eaa4ea48173e5a9c54c6b3d466f3ff29ae93f2ca6738ef9f5c2daf6f8414,scanned,
154,bitnami/mariadb-galera,16.0.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,10,1,3,8,2,0,4,6,2,1,0,0,0,0,0,1,0,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,5a3adf6c5bef2ebd1857bc6482557c117452df1c89a563c6d34e03a0f61f5853,scanned,
155,apisix/apisix,2.14.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,67,1,0,5,7,4,5,5,2,0,5,21,2,18,0,2,7,1,0,1,1,4,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.apiseven.com,3f8c07f370819d950ca7709651b522d861595d86c421ef59571422917b9f2fb5,scanned,
156,trino/trino,1.42.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,0,0,0,0,0,12,32,0,0,0,0,0,0,0,0,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://trinodb.github.io/charts/,0b33da82a36becd8913fef23d99f470bb6b87bce29bbc219089a5bbd4159266d,scanned,
157,bitnami/airflow,25.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,30,1,14,19,8,3,16,61,6,3,0,0,0,0,0,10,8,18,3,true,5,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,8819aa6cc09b3669f58b8b05dcf48d13df3c2894c4ef39391673696a285c2bbc,scanned,
158,bitnami/clickhouse,9.4.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,10,1,3,5,5,0,8,21,2,1,0,0,0,0,0,4,2,11,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,5542fa64bde353a2a5b08b03c130b85018748a9b3e78cd9eea5db2c8f5d54337,scanned,
159,codecentric/mailhog,5.8.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,12,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://codecentric.github.io/helm-charts,19cc42ea049fe11a47a1dc66df328d9cd325c5290f832ec0440dcb5a7290553c,scanned,
160,ananace-charts/matrix-synapse,3.12.28,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,82,1,2,5,19,1,12,13,4,2,25,30,2,7,6,0,0,0,0,6,6,9,2,true,4,,0,0,0,,,,,,,,,,,,,,,,https://ananace.gitlab.io/charts,35070eb68a38144c68df467834cf4369fc7026779ec7faa9ec4089b006c857cf,scanned,
161,stevehipwell/nexus3,5.22.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,35,0,0,4,3,1,3,2,1,0,0,0,0,4,0,0,0,0,0,1,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://stevehipwell.github.io/helm-charts/,5add00f85f53836fe15502454acde2ba4d3cf7f44c780825929e8ae958c37fe7,scanned,
162,bitnami/phpmyadmin,20.0.0,20.0.0,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;generated-facts;tpl;capabilities;stateful-storage,recipes/bitnami/phpmyadmin/20.0.0/recipe.yaml,packages/bitnami/phpmyadmin/20.0.0,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,64,1,0,5,17,1,7,11,4,2,12,15,4,2,0,0,0,0,0,2,0,10,2,true,3,next80-full,1,1,5,41d8e5dabf8548c2965f32db8fdb6870f07b3e3fd967d641d8dc952f7569eb0a,5/5,pass,allow,0,0,0,capability-profile;dependency-lock;extension-slots;generated-facts;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://charts.bitnami.com/bitnami,1edc604fa2c2e02d3fa14e866e6278f6ea987f52ef8580a7f4058f3fb6329fa8,scanned,
163,prometheus-community/prometheus-redis-exporter,6.24.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,0908f0e2509f42b303853c2309c3b03f65c5288a4fe1fbd3a097993fadf6d8c6,scanned,
164,zabbix-community/zabbix,7.0.12,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,45,0,0,5,2,2,1,1,0,1,2,1,2,1,0,0,2,0,0,2,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://zabbix-community.github.io/helm-zabbix/,1f19357e39c106782026aeaccc9b9df00a568ca161fffe01ea26885325d4f38a,scanned,
165,jfrog/artifactory,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,12,1,4,6,4,2,37,335,10,13,0,0,0,0,0,4,6,18,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.jfrog.io,97f7960d30e0c16e386c25b717497c5df8973f33f5f6c345d8501768b1081915,scanned,
166,karpenter/karpenter,0.16.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,15,0,0,3,0,3,0,0,0,0,0,0,1,1,0,2,3,3,0,0,0,1,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.karpenter.sh,bd60e546bf25071c64b94928d907baf6713f929e6336f2ed452689ca9f9176b3,scanned,
167,prometheus-community/prometheus-pushgateway,3.6.0,3.6.0,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;stateful-storage,recipes/prometheus-community/prometheus-pushgateway/3.6.0/recipe.yaml,packages/prometheus-community/prometheus-pushgateway/3.6.0,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,16,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,1,1,2,0,false,0,next80-full,1,1,3,80cb018f0b277814e17ca7208be55ef10ed74288a258a6519e7bbcf088a9f450,3/3,pass,allow,0,0,0,capability-profile;dependency-lock;extension-slots;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,false,true,true,helmEquivalence;installGate;render;scan,,https://prometheus-community.github.io/helm-charts,4bc699ef1c872a5f837db6735755519e262d1d1ccf02a765b77792e1d882bde7,scanned,
168,rook/rook-ceph-cluster,1.20.0-beta.0,v1.19.5,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,tpl;capabilities;cluster-rbac,recipes/rook-release/rook-ceph-cluster/v1.19.5/recipe.yaml,packages/rook-release/rook-ceph-cluster/v1.19.5,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,13,0,0,2,0,1,0,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,1,false,0,next80-full,1,1,27,5ac8f526459d6393552b66ab60f690c6c85a1e86bba45ea82d5bbf219694b010,27/27,warn,warn,0,2,0,capability-profile;cluster-rbac;dependency-lock;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,true,true,true,false,helmEquivalence;installGate;render;scan,,https://charts.rook.io/release,5e51ea9805dcbd79a923ef0e7973c9904720b53fd7d4ea6bb5d3e30145b81a95,scanned,
169,dagster/dagster,1.13.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,10,1,2,10,0,0,18,28,1,9,0,0,0,0,0,6,0,7,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://dagster-io.github.io/helm,71af5c9fb9b29fc266cd9df962dd07ef51f242bcc21e0cb0fb7bbcbff8b67171,scanned,
170,netdata/netdata,3.7.165,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,23,0,0,3,0,2,0,0,0,0,12,44,1,4,0,0,6,0,0,1,5,4,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://netdata.github.io/helmchart,84f9698ac05fca6d36f3c3225702bcdd650ddfb609fb74bfa8ce070c7595b2cf,scanned,
171,onepassword-connect/connect,2.4.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;capabilities;hooks;crds;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,47,0,2,4,0,2,3,0,0,0,2,12,1,1,4,1,3,0,0,0,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://1password.github.io/connect-helm-charts,dbcedec9bd042855c8bf329b687cf5b5733410a330c139e333cb424ac481bf0c,scanned,
172,kong-z/graylog,3.0.21,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,41,0,0,4,2,2,2,2,0,0,12,11,8,9,0,0,0,0,0,2,1,4,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.kong-z.com/,ca84f472d1be9caa5e9c7d5a813b5eb3a6a041e371699d56da8b0fd2023299df,scanned,
173,aws-karpenter/karpenter,1.12.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,19,0,0,3,0,2,0,0,0,0,1,14,2,1,0,4,5,0,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://public.ecr.aws/karpenter/karpenter,3419ff1831b440068fb1a25dc1d4755c23e1b442e16baad3ebd2c6ad9a86fdaf,scanned,"Error: looks like ""oci://public.ecr.aws/karpenter/karpenter"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
