rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,not_yet_enabled,source_features,recipe_path,package_path
480,linkerd2-edge/linkerd-viz,2026.5.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;cluster-rbac;webhooks;stateful-storage,,
481,ebrianne/local-path-provisioner,0.0.21,,none,none,source-scan-failed,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,repair source acquisition before recipe proof,no recipe yet (source-recon only),plain-ish,,
482,minecraft-server-charts/minecraft-bedrock,2.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
483,mssql/mssql,1.7.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,
484,bitnami/nats,9.0.28,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities,,
485,jaconi/netbird,0.15.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
486,oobeya/oobeya,1.0.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),stateful-storage,,
487,opa-kube-mgmt/opa-kube-mgmt,11.0.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;cluster-rbac,,
488,openbao/openbao,0.28.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,
489,kubitodev/outline,1.2.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
490,prefect/prefect-server,2026.5.23002106,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
491,main/raw,2.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
492,stalwart-mail/stalwart-mail,1.0.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;tpl;capabilities;stateful-storage,,
493,bitnami/vault,1.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,
494,wireguard/wireguard,0.31.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;hooks;stateful-storage,,
495,cloudpirates-zookeeper/zookeeper,0.10.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;tpl;capabilities;stateful-storage,,
496,jfrog/artifactory-ha,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
497,docker-mailserver/docker-mailserver,0.4.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;crds;cluster-rbac,,
498,datawire/edge-stack,8.13.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac,,
499,falcosecurity/falcosidekick,0.13.1,0.13.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,— (no open gap: recommended capabilities built or n/a; quirks modeled — Level 2),capabilities;cluster-rbac;stateful-storage,recipes/falcosecurity/falcosidekick/0.13.1/recipe.yaml,packages/falcosecurity/falcosidekick/0.13.1
500,mvisonneau/gitlab-ci-pipelines-exporter,0.3.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,
